Frequency,Longitude,Latitude
1,-78.92916667,-2.279106663
1,-78.92916667,-2.84577333
1,-78.92083333,-2.304106663
1,-78.92083333,40.27922667
1,-78.9125,-0.32077333
1,-78.9125,1.070893337
2,-78.9125,-3.662439996
1,-78.90416667,0.00422667
1,-78.89583333,-0.279106663
1,-78.85416667,-0.34577333
1,-78.84583333,-0.179106663
1,-78.84583333,-2.07077333
1,-78.82916667,-4.02077333
1,-78.8125,-1.737439996
1,-78.80416667,-2.229106663
1,-78.7875,-0.42077333
1,-78.7875,1.062560004
1,-78.77083333,-0.44577333
1,-78.7625,-1.84577333
1,-78.7625,-1.72077333
1,-78.7625,1.17922667
1,-78.74583333,-1.987439996
1,-78.7375,-1.64577333
1,-78.72083333,-1.629106663
1,-78.72083333,-1.887439996
2,-78.72083333,39.41256
1,-78.70416667,-1.662439996
1,-78.6875,-0.44577333
1,-78.67916667,-1.64577333
2,-78.67916667,0.062560004
1,-78.67916667,0.037560004
1,-78.6625,-3.754106663
1,-78.65416667,-0.44577333
1,-78.65416667,-4.229106663
1,-78.65416667,-1.42077333
1,-78.65416667,-1.24577333
1,-78.62083333,0.22922667
1,-78.6125,-3.804106663
1,-78.60416667,-3.712439996
1,-78.60416667,-4.037439996
1,-78.59583333,-3.54577333
1,-78.5875,-3.02077333
1,-78.57916667,0.245893337
1,-78.5625,-3.012439996
1,-78.55416667,38.36256
2,-78.52916667,-0.004106663
1,-78.47916667,-3.012439996
1,-78.47083333,-2.987439996
1,-78.4625,-2.662439996
2,-78.44583333,-0.029106663
1,-78.42916667,-0.012439996
1,-78.42916667,-0.062439996
1,-78.42083333,-0.704106663
2,-78.42083333,-2.212439996
1,-78.4125,-2.212439996
1,-78.4125,-0.137439996
2,-78.40416667,-2.92077333
2,-78.39583333,-2.912439996
1,-78.3875,-2.704106663
1,-78.37083333,-0.054106663
1,-78.37083333,-2.712439996
2,-78.35416667,-2.812439996
1,-78.35416667,-1.39577333
1,-78.35416667,0.812560004
1,-78.3375,-1.404106663
1,-78.3125,-2.72077333
1,-78.30416667,-1.404106663
1,-78.29583333,-0.12077333
1,-78.2875,-1.404106663
1,-78.2875,-2.229106663
2,-78.24583333,-1.412439996
1,-78.22916667,-2.979106663
1,-78.22916667,0.37922667
1,-78.15416667,0.370893337
1,-78.14583333,-0.04577333
1,-78.12916667,0.595893337
1,-78.12916667,-1.44577333
1,-78.12916667,0.070893337
1,-78.12083333,0.345893337
1,-78.07916667,0.52922667
1,-78.0625,-3.02077333
1,-78.02916667,-1.504106663
1,-78.0125,-2.24577333
1,-78.0125,-1.487439996
1,-78.00416667,-1.42077333
1,-77.9125,-2.929106663
1,-77.87916667,-0.454106663
1,-77.87083333,-0.487439996
1,-77.85416667,-1.94577333
1,-77.84583333,-1.687439996
2,-77.8375,-0.612439996
1,-77.82916667,-0.879106663
1,-77.82083333,-0.62077333
1,-77.82083333,-0.99577333
1,-77.79583333,-0.662439996
1,-77.79583333,-1.554106663
1,-77.79583333,-0.662439996
1,-77.79583333,-0.879106663
1,-77.7875,-0.712439996
1,-77.7625,-0.279106663
1,-77.7625,-1.57077333
1,-77.75416667,-1.487439996
1,-77.74583333,-0.337439996
2,-77.72083333,39.54589334
1,-77.70416667,-0.829106663
1,-77.67083333,-2.879106663
1,-77.67083333,-0.32077333
1,-77.62916667,45.37922667
1,-77.54583333,-0.04577333
1,-77.54583333,39.28756
1,-77.44583333,-0.037439996
2,-77.3625,-0.029106663
1,-77.2125,41.43756
1,-77.1125,45.82089334
1,-77.0375,38.89589334
1,-76.9625,-2.062439996
1,-76.90416667,-12.01244
1,-76.87916667,18.10422667
1,-76.8125,2.45422667
1,-76.70416667,-11.92910666
1,-76.6625,-11.90410666
1,-76.62083333,-11.83744
1,-76.52916667,38.67922667
1,-76.44583333,18.08756
1,-76.2375,0.395893337
1,-75.65416667,7.137560004
1,-75.50416667,45.46256
1,-75.49583333,6.35422667
3,-75.32916667,40.07089334
1,-73.64583333,4.812560004
1,-73.62083333,45.69589334
1,-72.52083333,-13.18744
1,-72.3375,43.66256
1,-70.90416667,48.45422667
1,-70.62083333,41.74589334
1,-69.9375,18.50422667
1,-69.90416667,18.51256
2,-67.2625,18.37089334
7,-67.25416667,18.37089334
1,-67.22916667,18.37089334
2,-67.22916667,18.35422667
1,-67.22083333,18.33756
2,-67.22083333,18.30422667
1,-67.2125,18.38756
2,-67.2125,18.35422667
1,-67.2125,18.29589334
1,-67.20416667,18.35422667
4,-67.20416667,18.33756
1,-67.20416667,18.32089334
1,-67.19583333,18.38756
1,-67.19583333,18.35422667
6,-67.19583333,18.33756
3,-67.19583333,18.32089334
2,-67.1875,18.35422667
5,-67.1875,18.33756
11,-67.1875,18.32089334
6,-67.17916667,18.35422667
3,-67.17916667,18.33756
31,-67.17916667,18.32089334
4,-67.17916667,18.30422667
1,-67.17083333,18.37922667
23,-67.17083333,18.32922667
10,-67.17083333,18.31256
1,-67.17083333,18.17922667
7,-67.1625,18.36256
12,-67.1625,18.34589334
27,-67.1625,18.32922667
17,-67.1625,18.31256
18,-67.1625,18.22089334
5,-67.15416667,18.47922667
1,-67.15416667,18.40422667
17,-67.15416667,18.36256
24,-67.15416667,18.34589334
49,-67.15416667,18.32922667
27,-67.15416667,18.31256
5,-67.15416667,18.22089334
2,-67.15416667,18.13756
1,-67.14583333,18.47089334
1,-67.14583333,18.42089334
2,-67.14583333,18.40422667
10,-67.14583333,18.37089334
45,-67.14583333,18.35422667
49,-67.14583333,18.33756
38,-67.14583333,18.32089334
10,-67.14583333,18.30422667
5,-67.14583333,18.22922667
3,-67.14583333,18.18756
4,-67.1375,18.40422667
5,-67.1375,18.36256
49,-67.1375,18.34589334
16,-67.1375,18.32922667
23,-67.1375,18.31256
5,-67.1375,18.22922667
1,-67.1375,18.21256
6,-67.1375,18.18756
3,-67.12916667,18.41256
9,-67.12916667,18.37089334
24,-67.12916667,18.35422667
7,-67.12916667,18.33756
44,-67.12916667,18.32089334
11,-67.12916667,18.30422667
31,-67.12916667,18.22922667
7,-67.12916667,18.20422667
5,-67.12916667,18.18756
4,-67.12916667,18.14589334
2,-67.12083333,18.40422667
15,-67.12083333,18.37922667
7,-67.12083333,18.36256
34,-67.12083333,18.34589334
8,-67.12083333,18.32922667
35,-67.12083333,18.31256
2,-67.12083333,18.26256
38,-67.12083333,18.22922667
11,-67.12083333,18.20422667
8,-67.12083333,18.18756
3,-67.12083333,18.17089334
1,-67.12083333,18.13756
3,-67.1125,18.42089334
7,-67.1125,18.40422667
26,-67.1125,18.37089334
27,-67.1125,18.35422667
40,-67.1125,18.33756
18,-67.1125,18.32089334
10,-67.1125,18.30422667
15,-67.1125,18.28756
17,-67.1125,18.27089334
30,-67.1125,18.25422667
38,-67.1125,18.23756
39,-67.1125,18.22089334
27,-67.1125,18.20422667
3,-67.1125,18.18756
2,-67.1125,18.17089334
8,-67.10416667,18.40422667
22,-67.10416667,18.37922667
23,-67.10416667,18.36256
22,-67.10416667,18.34589334
26,-67.10416667,18.32922667
19,-67.10416667,18.31256
3,-67.10416667,18.29589334
18,-67.10416667,18.27922667
50,-67.10416667,18.26256
23,-67.10416667,18.24589334
47,-67.10416667,18.22922667
24,-67.10416667,18.21256
12,-67.10416667,18.19589334
2,-67.10416667,18.17922667
5,-67.10416667,18.16256
2,-67.10416667,18.14589334
16,-67.09583333,18.40422667
41,-67.09583333,18.37922667
32,-67.09583333,18.36256
15,-67.09583333,18.34589334
18,-67.09583333,18.32922667
25,-67.09583333,18.31256
22,-67.09583333,18.29589334
31,-67.09583333,18.27922667
34,-67.09583333,18.26256
10,-67.09583333,18.24589334
5,-67.09583333,18.22922667
40,-67.09583333,18.21256
24,-67.09583333,18.19589334
5,-67.09583333,18.17922667
8,-67.09583333,18.16256
5,-67.09583333,18.14589334
9,-67.0875,18.40422667
5,-67.0875,18.37922667
17,-67.0875,18.36256
21,-67.0875,18.34589334
11,-67.0875,18.32922667
39,-67.0875,18.31256
73,-67.0875,18.29589334
44,-67.0875,18.27922667
37,-67.0875,18.26256
16,-67.0875,18.24589334
13,-67.0875,18.22922667
41,-67.0875,18.21256
37,-67.0875,18.19589334
15,-67.0875,18.17922667
5,-67.0875,18.16256
3,-67.0875,18.14589334
6,-67.07916667,18.40422667
2,-67.07916667,18.38756
51,-67.07916667,18.37089334
12,-67.07916667,18.35422667
12,-67.07916667,18.33756
18,-67.07916667,18.32089334
29,-67.07916667,18.30422667
34,-67.07916667,18.28756
71,-67.07916667,18.27089334
52,-67.07916667,18.25422667
16,-67.07916667,18.23756
27,-67.07916667,18.22089334
59,-67.07916667,18.20422667
45,-67.07916667,18.18756
8,-67.07916667,18.17089334
4,-67.07916667,18.15422667
2,-67.07916667,18.13756
22,-67.07083333,18.40422667
4,-67.07083333,18.38756
25,-67.07083333,18.37089334
15,-67.07083333,18.35422667
21,-67.07083333,18.33756
5,-67.07083333,18.32089334
22,-67.07083333,18.30422667
9,-67.07083333,18.28756
52,-67.07083333,18.27089334
119,-67.07083333,18.25422667
28,-67.07083333,18.23756
54,-67.07083333,18.22089334
41,-67.07083333,18.20422667
53,-67.07083333,18.18756
5,-67.07083333,18.17089334
4,-67.07083333,18.15422667
15,-67.07083333,18.13756
2,-67.0625,18.42922667
15,-67.0625,18.40422667
3,-67.0625,18.38756
18,-67.0625,18.37089334
40,-67.0625,18.35422667
24,-67.0625,18.33756
8,-67.0625,18.32089334
27,-67.0625,18.30422667
33,-67.0625,18.28756
31,-67.0625,18.27089334
104,-67.0625,18.25422667
55,-67.0625,18.23756
27,-67.0625,18.22089334
16,-67.0625,18.20422667
22,-67.0625,18.18756
19,-67.0625,18.17089334
11,-67.0625,18.15422667
14,-67.0625,18.13756
2,-67.0625,18.08756
1,-67.05416667,18.42922667
23,-67.05416667,18.39589334
9,-67.05416667,18.37089334
19,-67.05416667,18.35422667
28,-67.05416667,18.33756
11,-67.05416667,18.32089334
36,-67.05416667,18.30422667
90,-67.05416667,18.28756
64,-67.05416667,18.27089334
55,-67.05416667,18.25422667
78,-67.05416667,18.23756
31,-67.05416667,18.22089334
22,-67.05416667,18.20422667
49,-67.05416667,18.18756
12,-67.05416667,18.17089334
24,-67.05416667,18.15422667
12,-67.05416667,18.13756
2,-67.05416667,18.08756
1,-67.04583333,18.41256
11,-67.04583333,18.39589334
14,-67.04583333,18.37922667
7,-67.04583333,18.36256
15,-67.04583333,18.34589334
16,-67.04583333,18.32922667
31,-67.04583333,18.31256
62,-67.04583333,18.29589334
50,-67.04583333,18.27922667
25,-67.04583333,18.26256
48,-67.04583333,18.24589334
76,-67.04583333,18.22922667
15,-67.04583333,18.21256
48,-67.04583333,18.19589334
37,-67.04583333,18.17922667
19,-67.04583333,18.16256
24,-67.04583333,18.14589334
6,-67.04583333,18.12922667
1,-67.04583333,18.09589334
1,-67.0375,18.42089334
8,-67.0375,18.39589334
18,-67.0375,18.37922667
5,-67.0375,18.36256
24,-67.0375,18.33756
19,-67.0375,18.32089334
69,-67.0375,18.30422667
52,-67.0375,18.28756
35,-67.0375,18.27089334
23,-67.0375,18.25422667
54,-67.0375,18.23756
31,-67.0375,18.22089334
20,-67.0375,18.20422667
39,-67.0375,18.18756
17,-67.0375,18.17089334
82,-67.0375,18.15422667
29,-67.0375,18.13756
1,-67.02916667,18.51256
5,-67.02916667,18.39589334
17,-67.02916667,18.37922667
3,-67.02916667,18.36256
12,-67.02916667,18.34589334
15,-67.02916667,18.32922667
46,-67.02916667,18.31256
83,-67.02916667,18.29589334
37,-67.02916667,18.27922667
30,-67.02916667,18.26256
33,-67.02916667,18.24589334
29,-67.02916667,18.22922667
10,-67.02916667,18.21256
6,-67.02916667,18.18756
3,-67.02916667,18.17089334
22,-67.02916667,18.15422667
6,-67.02916667,18.13756
4,-67.02083333,18.47089334
13,-67.02083333,18.39589334
13,-67.02083333,18.37922667
4,-67.02083333,18.36256
15,-67.02083333,18.34589334
10,-67.02083333,18.32922667
17,-67.02083333,18.31256
97,-67.02083333,18.29589334
55,-67.02083333,18.27922667
35,-67.02083333,18.26256
24,-67.02083333,18.24589334
99,-67.02083333,18.22922667
76,-67.02083333,18.21256
1,-67.02083333,18.19589334
3,-67.02083333,18.17922667
37,-67.02083333,18.15422667
16,-67.02083333,18.13756
2,-67.02083333,18.11256
5,-67.0125,18.39589334
18,-67.0125,18.37089334
2,-67.0125,18.35422667
46,-67.0125,18.33756
4,-67.0125,18.32089334
43,-67.0125,18.30422667
16,-67.0125,18.28756
45,-67.0125,18.27089334
14,-67.0125,18.25422667
10,-67.0125,18.23756
122,-67.0125,18.22089334
75,-67.0125,18.20422667
7,-67.0125,18.18756
14,-67.0125,18.17089334
7,-67.0125,18.15422667
38,-67.0125,18.13756
1,-67.0125,18.11256
3,-67.00416667,18.40422667
8,-67.00416667,18.38756
15,-67.00416667,18.36256
5,-67.00416667,18.32922667
11,-67.00416667,18.31256
55,-67.00416667,18.29589334
62,-67.00416667,18.27922667
44,-67.00416667,18.26256
14,-67.00416667,18.24589334
46,-67.00416667,18.22922667
73,-67.00416667,18.21256
50,-67.00416667,18.19589334
21,-67.00416667,18.17922667
7,-67.00416667,18.16256
9,-67.00416667,18.14589334
5,-67.00416667,18.12922667
4,-67.00416667,18.11256
3,-66.99583333,18.38756
25,-66.99583333,18.37089334
15,-66.99583333,18.35422667
16,-66.99583333,18.31256
22,-66.99583333,18.29589334
58,-66.99583333,18.27922667
53,-66.99583333,18.26256
13,-66.99583333,18.24589334
19,-66.99583333,18.22922667
131,-66.99583333,18.21256
73,-66.99583333,18.19589334
26,-66.99583333,18.17922667
9,-66.99583333,18.16256
6,-66.99583333,18.14589334
3,-66.99583333,18.12922667
1,-66.9875,18.47089334
9,-66.9875,18.38756
10,-66.9875,18.36256
23,-66.9875,18.34589334
5,-66.9875,18.32922667
14,-66.9875,18.31256
26,-66.9875,18.29589334
74,-66.9875,18.27922667
33,-66.9875,18.26256
24,-66.9875,18.24589334
12,-66.9875,18.22922667
103,-66.9875,18.21256
161,-66.9875,18.19589334
60,-66.9875,18.17922667
20,-66.9875,18.16256
16,-66.9875,18.14589334
7,-66.9875,18.12922667
6,-66.97916667,18.38756
9,-66.97916667,18.36256
5,-66.97916667,18.34589334
9,-66.97916667,18.32922667
11,-66.97916667,18.31256
22,-66.97916667,18.29589334
81,-66.97916667,18.27922667
88,-66.97916667,18.26256
73,-66.97916667,18.24589334
22,-66.97916667,18.22922667
85,-66.97916667,18.21256
138,-66.97916667,18.19589334
81,-66.97916667,18.17922667
28,-66.97916667,18.16256
19,-66.97916667,18.14589334
8,-66.97916667,18.12922667
12,-66.97083333,18.38756
2,-66.97083333,18.37089334
13,-66.97083333,18.34589334
3,-66.97083333,18.32922667
15,-66.97083333,18.31256
41,-66.97083333,18.29589334
58,-66.97083333,18.27922667
55,-66.97083333,18.26256
28,-66.97083333,18.24589334
30,-66.97083333,18.22922667
86,-66.97083333,18.21256
139,-66.97083333,18.19589334
136,-66.97083333,18.17922667
21,-66.97083333,18.16256
12,-66.97083333,18.14589334
2,-66.97083333,18.12089334
2,-66.9625,18.46256
2,-66.9625,18.38756
4,-66.9625,18.33756
27,-66.9625,18.32089334
13,-66.9625,18.30422667
45,-66.9625,18.28756
24,-66.9625,18.27089334
30,-66.9625,18.25422667
18,-66.9625,18.23756
41,-66.9625,18.22089334
98,-66.9625,18.20422667
110,-66.9625,18.18756
141,-66.9625,18.17089334
12,-66.9625,18.15422667
11,-66.9625,18.13756
2,-66.9625,18.12089334
1,-66.95416667,18.48756
1,-66.95416667,18.44589334
17,-66.95416667,18.32089334
45,-66.95416667,18.30422667
50,-66.95416667,18.28756
27,-66.95416667,18.27089334
26,-66.95416667,18.25422667
21,-66.95416667,18.23756
46,-66.95416667,18.22089334
103,-66.95416667,18.20422667
204,-66.95416667,18.18756
172,-66.95416667,18.17089334
28,-66.95416667,18.15422667
20,-66.95416667,18.13756
2,-66.95416667,18.10422667
8,-66.94583333,18.32922667
26,-66.94583333,18.31256
55,-66.94583333,18.29589334
43,-66.94583333,18.27922667
6,-66.94583333,18.26256
45,-66.94583333,18.24589334
48,-66.94583333,18.22922667
86,-66.94583333,18.21256
187,-66.94583333,18.19589334
161,-66.94583333,18.17922667
122,-66.94583333,18.16256
33,-66.94583333,18.14589334
12,-66.94583333,18.12922667
3,-66.9375,18.43756
1,-66.9375,18.37089334
7,-66.9375,18.31256
31,-66.9375,18.29589334
47,-66.9375,18.27922667
3,-66.9375,18.26256
55,-66.9375,18.24589334
58,-66.9375,18.22922667
64,-66.9375,18.21256
202,-66.9375,18.19589334
198,-66.9375,18.17922667
98,-66.9375,18.16256
65,-66.9375,18.14589334
9,-66.9375,18.12922667
4,-66.9375,18.11256
11,-66.92916667,18.38756
1,-66.92916667,18.31256
34,-66.92916667,18.29589334
23,-66.92916667,18.27922667
12,-66.92916667,18.26256
20,-66.92916667,18.24589334
69,-66.92916667,18.22922667
32,-66.92916667,18.21256
151,-66.92916667,18.19589334
140,-66.92916667,18.17922667
215,-66.92916667,18.16256
68,-66.92916667,18.14589334
45,-66.92916667,18.12922667
14,-66.92916667,18.10422667
1,-66.92083333,18.39589334
9,-66.92083333,18.31256
32,-66.92083333,18.29589334
18,-66.92083333,18.27922667
13,-66.92083333,18.26256
25,-66.92083333,18.24589334
71,-66.92083333,18.22922667
19,-66.92083333,18.21256
98,-66.92083333,18.19589334
120,-66.92083333,18.17922667
90,-66.92083333,18.16256
114,-66.92083333,18.14589334
39,-66.92083333,18.12922667
11,-66.92083333,18.11256
1,-66.92083333,18.08756
4,-66.9125,18.34589334
3,-66.9125,18.32922667
16,-66.9125,18.30422667
10,-66.9125,18.28756
6,-66.9125,18.27089334
46,-66.9125,18.25422667
86,-66.9125,18.23756
23,-66.9125,18.22089334
25,-66.9125,18.20422667
112,-66.9125,18.18756
78,-66.9125,18.17089334
111,-66.9125,18.15422667
115,-66.9125,18.13756
15,-66.9125,18.12089334
1,-66.9125,18.10422667
1,-66.90416667,18.34589334
23,-66.90416667,18.30422667
9,-66.90416667,18.28756
48,-66.90416667,18.27089334
50,-66.90416667,18.25422667
95,-66.90416667,18.23756
32,-66.90416667,18.22089334
21,-66.90416667,18.20422667
110,-66.90416667,18.18756
149,-66.90416667,18.17089334
113,-66.90416667,18.15422667
104,-66.90416667,18.13756
8,-66.90416667,18.12089334
1,-66.90416667,18.10422667
3,-66.90416667,18.08756
1,-66.89583333,18.42922667
1,-66.89583333,18.33756
1,-66.89583333,18.31256
50,-66.89583333,18.29589334
26,-66.89583333,18.27922667
49,-66.89583333,18.26256
60,-66.89583333,18.24589334
61,-66.89583333,18.22922667
27,-66.89583333,18.21256
121,-66.89583333,18.19589334
226,-66.89583333,18.17922667
119,-66.89583333,18.16256
187,-66.89583333,18.14589334
31,-66.89583333,18.12922667
6,-66.89583333,18.11256
3,-66.8875,18.48756
1,-66.8875,18.35422667
8,-66.8875,18.31256
26,-66.8875,18.29589334
9,-66.8875,18.27922667
39,-66.8875,18.26256
100,-66.8875,18.24589334
49,-66.8875,18.22922667
51,-66.8875,18.21256
117,-66.8875,18.19589334
178,-66.8875,18.17922667
159,-66.8875,18.16256
131,-66.8875,18.14589334
44,-66.8875,18.12922667
11,-66.8875,18.11256
6,-66.8875,18.07922667
1,-66.87916667,18.31256
19,-66.87916667,18.29589334
32,-66.87916667,18.27922667
58,-66.87916667,18.26256
78,-66.87916667,18.24589334
23,-66.87916667,18.22922667
19,-66.87916667,18.21256
60,-66.87916667,18.19589334
126,-66.87916667,18.17922667
144,-66.87916667,18.16256
102,-66.87916667,18.14589334
24,-66.87916667,18.12922667
6,-66.87916667,18.11256
5,-66.87916667,18.09589334
1,-66.87916667,18.07089334
1,-66.87083333,18.47922667
2,-66.87083333,18.43756
1,-66.87083333,18.34589334
7,-66.87083333,18.30422667
60,-66.87083333,18.28756
103,-66.87083333,18.27089334
138,-66.87083333,18.25422667
87,-66.87083333,18.23756
73,-66.87083333,18.22089334
31,-66.87083333,18.20422667
58,-66.87083333,18.18756
136,-66.87083333,18.17089334
102,-66.87083333,18.15422667
24,-66.87083333,18.13756
23,-66.87083333,18.12089334
3,-66.87083333,18.10422667
5,-66.87083333,18.08756
4,-66.87083333,18.06256
2,-66.8625,18.34589334
14,-66.8625,18.29589334
47,-66.8625,18.27922667
101,-66.8625,18.26256
86,-66.8625,18.24589334
86,-66.8625,18.22922667
32,-66.8625,18.21256
32,-66.8625,18.18756
125,-66.8625,18.17089334
17,-66.8625,18.15422667
12,-66.8625,18.13756
7,-66.8625,18.12089334
3,-66.8625,18.10422667
6,-66.8625,18.08756
8,-66.8625,18.07089334
9,-66.85416667,18.47089334
1,-66.85416667,18.33756
25,-66.85416667,18.28756
44,-66.85416667,18.27089334
56,-66.85416667,18.25422667
52,-66.85416667,18.23756
31,-66.85416667,18.22089334
1,-66.85416667,18.19589334
52,-66.85416667,18.17922667
51,-66.85416667,18.16256
29,-66.85416667,18.14589334
3,-66.85416667,18.12922667
15,-66.85416667,18.11256
11,-66.85416667,18.09589334
2,-66.85416667,18.07922667
1,-66.85416667,18.06256
1,-66.84583333,18.47922667
1,-66.84583333,18.33756
1,-66.84583333,18.31256
42,-66.84583333,18.28756
75,-66.84583333,18.27089334
70,-66.84583333,18.25422667
113,-66.84583333,18.23756
60,-66.84583333,18.22089334
23,-66.84583333,18.20422667
31,-66.84583333,18.18756
52,-66.84583333,18.17089334
57,-66.84583333,18.15422667
20,-66.84583333,18.13756
50,-66.84583333,18.12089334
9,-66.84583333,18.10422667
2,-66.84583333,18.07922667
7,-66.84583333,18.06256
3,-66.8375,18.47922667
23,-66.8375,18.28756
74,-66.8375,18.27089334
49,-66.8375,18.25422667
172,-66.8375,18.23756
62,-66.8375,18.22089334
4,-66.8375,18.20422667
20,-66.8375,18.18756
76,-66.8375,18.17089334
31,-66.8375,18.15422667
57,-66.8375,18.13756
33,-66.8375,18.12089334
14,-66.8375,18.10422667
5,-66.8375,18.08756
8,-66.8375,18.06256
1,-66.8375,18.03756
7,-66.82916667,18.31256
28,-66.82916667,18.29589334
78,-66.82916667,18.27922667
80,-66.82916667,18.26256
54,-66.82916667,18.24589334
74,-66.82916667,18.22922667
47,-66.82916667,18.21256
12,-66.82916667,18.18756
63,-66.82916667,18.17089334
86,-66.82916667,18.15422667
21,-66.82916667,18.13756
17,-66.82916667,18.12089334
27,-66.82916667,18.10422667
3,-66.82916667,18.07922667
1,-66.82916667,18.05422667
1,-66.82083333,18.37089334
17,-66.82083333,18.31256
20,-66.82083333,18.29589334
100,-66.82083333,18.27922667
92,-66.82083333,18.26256
40,-66.82083333,18.24589334
40,-66.82083333,18.22922667
98,-66.82083333,18.21256
9,-66.82083333,18.19589334
32,-66.82083333,18.17922667
93,-66.82083333,18.16256
83,-66.82083333,18.14589334
10,-66.82083333,18.12922667
6,-66.82083333,18.11256
37,-66.82083333,18.09589334
4,-66.82083333,18.07922667
2,-66.82083333,18.06256
4,-66.8125,18.38756
2,-66.8125,18.37089334
71,-66.8125,18.28756
103,-66.8125,18.27089334
118,-66.8125,18.25422667
62,-66.8125,18.23756
58,-66.8125,18.22089334
132,-66.8125,18.20422667
12,-66.8125,18.18756
116,-66.8125,18.17089334
39,-66.8125,18.15422667
31,-66.8125,18.13756
4,-66.8125,18.12089334
18,-66.8125,18.10422667
11,-66.8125,18.08756
3,-66.8125,18.06256
4,-66.8125,18.04589334
2,-66.80416667,18.38756
39,-66.80416667,18.29589334
137,-66.80416667,18.27922667
145,-66.80416667,18.26256
96,-66.80416667,18.24589334
45,-66.80416667,18.22922667
45,-66.80416667,18.21256
49,-66.80416667,18.19589334
28,-66.80416667,18.17922667
102,-66.80416667,18.16256
8,-66.80416667,18.14589334
5,-66.80416667,18.12922667
21,-66.80416667,18.10422667
10,-66.80416667,18.08756
2,-66.80416667,18.06256
2,-66.80416667,18.03756
1,-66.79583333,18.32089334
28,-66.79583333,18.29589334
56,-66.79583333,18.27922667
69,-66.79583333,18.26256
11,-66.79583333,18.24589334
42,-66.79583333,18.22922667
49,-66.79583333,18.21256
65,-66.79583333,18.19589334
16,-66.79583333,18.17922667
86,-66.79583333,18.16256
24,-66.79583333,18.14589334
9,-66.79583333,18.12922667
18,-66.79583333,18.11256
26,-66.79583333,18.09589334
1,-66.79583333,18.07922667
2,-66.79583333,18.05422667
2,-66.79583333,18.03756
87,-66.7875,18.28756
52,-66.7875,18.27089334
23,-66.7875,18.25422667
36,-66.7875,18.23756
26,-66.7875,18.22089334
27,-66.7875,18.20422667
55,-66.7875,18.18756
20,-66.7875,18.17089334
20,-66.7875,18.15422667
9,-66.7875,18.13756
15,-66.7875,18.12089334
9,-66.7875,18.10422667
17,-66.7875,18.08756
1,-66.7875,18.07089334
1,-66.77916667,18.33756
45,-66.77916667,18.29589334
114,-66.77916667,18.27922667
50,-66.77916667,18.26256
54,-66.77916667,18.24589334
26,-66.77916667,18.22922667
65,-66.77916667,18.21256
91,-66.77916667,18.19589334
75,-66.77916667,18.17922667
50,-66.77916667,18.16256
26,-66.77916667,18.14589334
1,-66.77916667,18.12922667
49,-66.77916667,18.11256
22,-66.77916667,18.09589334
1,-66.77916667,18.07089334
1,-66.77916667,18.04589334
4,-66.77083333,18.42922667
115,-66.77083333,18.28756
56,-66.77083333,18.27089334
40,-66.77083333,18.25422667
50,-66.77083333,18.23756
29,-66.77083333,18.22089334
72,-66.77083333,18.20422667
45,-66.77083333,18.18756
77,-66.77083333,18.17089334
65,-66.77083333,18.15422667
12,-66.77083333,18.13756
16,-66.77083333,18.11256
9,-66.77083333,18.09589334
1,-66.77083333,18.07922667
4,-66.77083333,18.05422667
1,-66.7625,18.32922667
43,-66.7625,18.28756
77,-66.7625,18.27089334
38,-66.7625,18.25422667
76,-66.7625,18.23756
29,-66.7625,18.22089334
17,-66.7625,18.20422667
31,-66.7625,18.18756
45,-66.7625,18.17089334
29,-66.7625,18.15422667
3,-66.7625,18.12922667
9,-66.7625,18.11256
10,-66.7625,18.09589334
13,-66.7625,18.07922667
1,-66.7625,18.06256
2,-66.75416667,18.44589334
7,-66.75416667,18.29589334
146,-66.75416667,18.27922667
122,-66.75416667,18.26256
44,-66.75416667,18.24589334
39,-66.75416667,18.22922667
16,-66.75416667,18.21256
37,-66.75416667,18.19589334
32,-66.75416667,18.17922667
10,-66.75416667,18.16256
25,-66.75416667,18.14589334
2,-66.75416667,18.12089334
6,-66.75416667,18.10422667
6,-66.75416667,18.08756
10,-66.75416667,18.07089334
1,-66.75416667,18.04589334
3,-66.74583333,18.47922667
1,-66.74583333,18.37922667
86,-66.74583333,18.27922667
188,-66.74583333,18.26256
114,-66.74583333,18.24589334
35,-66.74583333,18.22922667
4,-66.74583333,18.21256
32,-66.74583333,18.19589334
25,-66.74583333,18.17922667
10,-66.74583333,18.16256
8,-66.74583333,18.14589334
6,-66.74583333,18.10422667
6,-66.74583333,18.08756
1,-66.74583333,18.06256
11,-66.7375,18.46256
1,-66.7375,18.32089334
5,-66.7375,18.29589334
256,-66.7375,18.27922667
212,-66.7375,18.26256
136,-66.7375,18.24589334
29,-66.7375,18.22922667
48,-66.7375,18.20422667
14,-66.7375,18.18756
14,-66.7375,18.17089334
14,-66.7375,18.15422667
5,-66.7375,18.13756
12,-66.7375,18.12089334
6,-66.7375,18.09589334
2,-66.7375,18.07089334
1,-66.7375,18.05422667
2,-66.7375,18.02922667
10,-66.72916667,18.46256
3,-66.72916667,18.44589334
28,-66.72916667,18.30422667
153,-66.72916667,18.28756
145,-66.72916667,18.27089334
181,-66.72916667,18.25422667
130,-66.72916667,18.23756
28,-66.72916667,18.22089334
34,-66.72916667,18.20422667
7,-66.72916667,18.18756
4,-66.72916667,18.17089334
7,-66.72916667,18.15422667
